Is Benign(EOI)?,Number of DHT Markers,Number of DQT Markers,Total Number of Markers,Maximum size used in %,Make of file,Model of file,Max Marker Size for DHT(FFC4),Max Marker Size for DQT FFDB,Max Marker Size for APP1(FFE0),Max Marker Size for APP12(FFEF),Max Marker Size for COM(FFFE)
1,4,2,11,10.9,0,0,80.0,69.0,18.0,0.0,0.0
1,1,1,7,10.8,0,0,179.0,134.0,53.0,0.0,0.0
1,1,1,7,9.6,0,0,172.0,134.0,53.0,0.0,0.0
1,1,1,7,0.5,0,0,151.0,134.0,0.0,0.0,0.0
1,4,2,11,17.7,0,0,73.0,69.0,18.0,0.0,0.0
1,10,2,25,14.8,0,0,56.0,88.0,18.0,0.0,0.0
1,4,2,12,16.9,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,15.1,0,0,79.0,69.0,18.0,0.0,0.0
1,4,2,11,18.5,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,11.5,0,0,77.0,69.0,2931.0,0.0,0.0
1,4,2,11,17.7,0,0,183.0,69.0,116.0,0.0,0.0
1,2,2,53,27.5,0,0,321.0,134.0,64.0,0.0,57.0
1,4,2,11,7.7,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,18,10.5,0,0,69.0,69.0,18.0,0.0,30.0
0,1,1,6,2.3,0,0,184.0,134.0,0.0,0.0,0.0
1,3,3,85,7.1,0,0,420.0,134.0,322.0,0.0,0.0
1,1,1,19,2.7,1,1,173.0,153.0,240.0,0.0,0.0
1,4,2,11,10.4,0,0,56.0,69.0,18.0,0.0,0.0
1,1,1,9,12.4,0,0,420.0,134.0,18.0,0.0,33.0
1,4,2,11,40.8,0,0,62.0,69.0,18.0,0.0,0.0
1,4,2,11,17.5,0,0,53.0,69.0,18.0,0.0,0.0
1,4,2,11,24.5,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,6,10.0,0,0,183.0,134.0,0.0,0.0,0.0
1,4,2,12,6.4,0,0,108.0,69.0,18.0,0.0,17.0
1,4,2,11,11.0,0,0,89.0,69.0,18.0,0.0,0.0
0,4,2,12,1.0,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,7,1.9,0,0,420.0,134.0,12879.0,0.0,0.0
1,1,1,7,3.5,0,0,420.0,134.0,53.0,0.0,0.0
1,2,2,13,12.5,0,0,420.0,134.0,352.0,0.0,0.0
1,5,3,24,22.1,0,0,321.0,134.0,48.0,0.0,190.0
1,5,1,16,51.5,0,0,82.0,82.0,18.0,0.0,60.0
0,4,2,11,4.6,0,0,183.0,69.0,116.0,0.0,0.0
1,4,2,11,19.5,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,19,10.4,0,0,224.0,153.0,77.0,0.0,0.0
1,3,3,41,2.7,1,1,420.0,134.0,465.0,0.0,0.0
0,12,4,84,2.0,0,0,321.0,134.0,2382.0,0.0,0.0
1,5,1,16,77.3,0,0,75.0,82.0,18.0,0.0,60.0
1,2,2,22,16.5,0,0,420.0,134.0,744.0,0.0,0.0
1,4,2,11,13.2,0,0,59.0,69.0,370.0,0.0,0.0
1,4,2,11,5.6,0,0,183.0,69.0,116.0,0.0,0.0
1,4,2,11,15.8,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,10.6,0,0,65.0,69.0,18.0,0.0,0.0
1,10,2,25,10.8,0,0,79.0,88.0,218.0,0.0,0.0
1,4,2,11,1.7,0,0,183.0,69.0,18.0,0.0,0.0
0,10,2,26,3.7,0,0,40.0,88.0,489.0,0.0,0.0
1,4,1,10,11.7,0,0,81.0,134.0,62.0,0.0,0.0
1,4,2,11,8.8,0,0,88.0,69.0,18.0,0.0,0.0
0,4,2,12,1.0,0,0,183.0,69.0,18.0,0.0,61.0
1,5,1,16,82.4,0,0,75.0,82.0,18.0,0.0,60.0
1,1,1,7,7.9,1,1,420.0,134.0,216.0,0.0,0.0
1,4,2,11,30.3,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,4.1,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,7,7.8,0,0,190.0,134.0,53.0,0.0,0.0
0,6,4,24,38.9,2,2,420.0,134.0,884.0,0.0,0.0
1,4,2,12,6.2,0,0,108.0,69.0,18.0,0.0,17.0
1,1,1,7,5.2,0,0,203.0,134.0,53.0,0.0,0.0
1,1,1,36,5.1,0,0,213.0,134.0,422.0,0.0,56.0
1,4,2,11,10.0,0,0,55.0,69.0,18.0,0.0,0.0
1,4,2,11,7.7,0,0,80.0,69.0,18.0,0.0,0.0
1,4,2,11,27.2,1,1,183.0,69.0,181.0,0.0,0.0
1,4,2,11,3.5,0,0,75.0,69.0,18.0,0.0,0.0
1,4,1,10,5.8,0,0,63.0,134.0,62.0,0.0,0.0
1,2,2,89,19.3,0,0,321.0,134.0,390.0,0.0,57.0
1,4,2,11,21.7,0,0,73.0,69.0,18.0,0.0,0.0
1,5,3,21,12.9,2,2,321.0,134.0,990.0,0.0,0.0
1,3,3,33,3.0,0,0,420.0,134.0,338.0,0.0,0.0
1,1,1,7,8.0,0,0,181.0,134.0,53.0,0.0,0.0
1,4,2,11,13.4,0,0,89.0,69.0,18.0,0.0,0.0
1,2,2,26,9.0,0,0,420.0,134.0,396.0,0.0,57.0
1,4,2,10,7.2,2,2,183.0,69.0,0.0,0.0,0.0
1,2,1,8,19.4,0,0,65.0,69.0,18.0,0.0,0.0
1,4,2,11,12.5,0,0,183.0,69.0,18.0,0.0,0.0
1,10,2,26,12.0,0,0,68.0,88.0,18.0,0.0,111.0
1,4,1,11,4.4,0,0,183.0,134.0,18.0,0.0,30.0
1,1,1,7,5.3,0,0,217.0,134.0,53.0,0.0,0.0
0,3,3,19,10.4,2,2,420.0,134.0,0.0,0.0,0.0
1,4,2,12,4.2,0,0,112.0,69.0,18.0,0.0,155.0
1,1,1,28,7.5,0,0,420.0,134.0,1463.0,0.0,0.0
0,0,0,2,1063.4,0,0,0.0,0.0,0.0,0.0,0.0
1,4,2,11,14.0,0,0,83.0,69.0,18.0,0.0,0.0
1,10,2,25,6.0,0,0,53.0,88.0,18.0,0.0,0.0
1,4,2,11,17.3,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,10,7.8,0,0,90.0,134.0,62.0,0.0,0.0
1,4,2,11,13.3,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,24.1,0,0,78.0,69.0,18.0,0.0,0.0
0,4,2,12,13.9,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,7,10.2,0,0,209.0,134.0,53.0,0.0,0.0
1,4,1,11,4.3,0,0,183.0,134.0,18.0,0.0,30.0
1,11,3,32,5.5,2,2,420.0,134.0,24047.0,0.0,0.0
1,4,2,11,18.7,0,0,84.0,69.0,18.0,0.0,0.0
1,3,3,23,0.1,0,0,420.0,134.0,0.0,0.0,0.0
1,4,2,11,15.7,0,0,72.0,69.0,18.0,0.0,0.0
1,1,1,19,4.6,0,0,268.0,153.0,77.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,3,3,45,9.0,0,0,321.0,134.0,322.0,0.0,0.0
1,1,1,7,6.4,0,0,168.0,134.0,53.0,0.0,0.0
1,4,2,12,75.8,0,0,105.0,69.0,18.0,0.0,52.0
1,4,2,11,16.7,0,0,183.0,69.0,18.0,0.0,0.0
0,1,1,6,2.6,0,0,175.0,134.0,0.0,0.0,0.0
0,1,1,6,20.5,0,0,181.0,134.0,0.0,0.0,0.0
1,1,1,8,10.1,0,0,204.0,134.0,2950.0,0.0,0.0
0,7,1,355,2.1,0,0,69.0,134.0,480.0,42.0,16146.0
1,1,1,8,34.0,0,0,420.0,134.0,18.0,0.0,4.0
1,4,1,10,16.7,0,0,98.0,134.0,18.0,0.0,0.0
0,4,2,11,5.2,0,0,183.0,69.0,116.0,0.0,0.0
0,4,2,12,11.4,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,11.7,0,0,75.0,69.0,18.0,0.0,0.0
1,4,2,12,6.3,0,0,107.0,69.0,18.0,0.0,17.0
1,4,2,12,6.7,0,0,108.0,69.0,18.0,0.0,17.0
0,3,3,40,3.7,2,2,420.0,134.0,894.0,0.0,0.0
1,4,1,10,9.6,0,0,80.0,134.0,146.0,0.0,0.0
0,3,3,32,7.6,2,2,420.0,134.0,842.0,0.0,0.0
1,4,2,12,15.8,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,10.2,0,0,183.0,69.0,18.0,0.0,0.0
0,1,1,6,8.8,0,0,203.0,134.0,0.0,0.0,0.0
1,2,1,9,26.9,0,0,183.0,69.0,18.0,0.0,72.0
1,3,3,27,0.5,0,0,420.0,134.0,0.0,0.0,0.0
1,1,1,7,8.6,1,1,153.0,134.0,216.0,0.0,0.0
1,2,1,8,9.9,0,0,89.0,69.0,18.0,0.0,0.0
1,2,2,15,15.7,0,0,420.0,134.0,470.0,0.0,33.0
1,6,1,16,6.5,0,0,53.0,153.0,18.0,0.0,0.0
1,2,2,22,7.4,0,0,321.0,153.0,428.0,0.0,0.0
1,4,1,11,7.1,0,0,183.0,134.0,18.0,0.0,30.0
1,1,1,7,3.8,1,1,180.0,134.0,216.0,0.0,0.0
1,4,2,11,16.3,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,5.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,12.6,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,9.4,0,0,183.0,69.0,18.0,0.0,0.0
1,10,2,25,5.9,0,0,49.0,88.0,18.0,0.0,0.0
1,4,2,12,5.2,1,1,183.0,69.0,3022.0,0.0,0.0
0,4,2,12,1.0,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,7,10.5,0,0,200.0,134.0,53.0,0.0,0.0
1,4,2,11,13.9,0,0,183.0,69.0,18.0,0.0,0.0
0,5,2,60,22.4,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,7.6,0,0,177.0,134.0,53.0,0.0,0.0
1,2,2,28,17.6,0,0,321.0,134.0,688.0,0.0,0.0
1,6,4,26,10.5,0,0,321.0,134.0,0.0,0.0,0.0
1,4,2,11,5.4,0,0,183.0,69.0,18.0,0.0,0.0
1,2,1,8,53.7,0,0,183.0,69.0,18.0,0.0,0.0
0,1,1,6,8.0,0,0,203.0,134.0,0.0,0.0,0.0
1,4,2,11,16.8,0,0,80.0,69.0,18.0,0.0,0.0
1,5,1,16,79.3,0,0,83.0,82.0,18.0,0.0,60.0
1,1,1,6,9.3,0,0,293.0,134.0,0.0,0.0,0.0
0,3,3,38,4.9,2,2,420.0,134.0,894.0,0.0,0.0
1,4,2,12,9.8,0,0,183.0,69.0,18.0,0.0,61.0
1,2,2,17,6.5,0,0,321.0,134.0,884.0,0.0,0.0
1,4,2,11,9.7,0,0,76.0,69.0,18.0,0.0,0.0
0,4,2,12,5.4,0,0,183.0,69.0,18.0,0.0,61.0
1,2,2,12,10.6,2,2,420.0,199.0,0.0,0.0,0.0
1,1,1,6,5.7,1,1,200.0,134.0,0.0,0.0,0.0
1,4,2,11,13.2,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,14.9,0,0,183.0,69.0,18.0,0.0,0.0
0,16,5,672,1.6,0,0,3240.0,5252.0,5404.0,2106.0,3254.0
1,3,3,44,2.9,2,2,420.0,134.0,0.0,0.0,0.0
1,1,1,8,5.6,0,0,420.0,134.0,18.0,0.0,4.0
1,4,2,12,10.3,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,18,5.3,0,0,339.0,153.0,0.0,0.0,0.0
1,5,3,22,5.6,0,0,321.0,134.0,18.0,0.0,1118.0
1,4,2,11,15.6,0,0,86.0,69.0,18.0,0.0,0.0
1,4,2,11,9.9,0,0,55.0,69.0,18.0,0.0,0.0
1,4,2,11,14.7,0,0,72.0,69.0,18.0,0.0,0.0
0,4,2,11,7.1,2,2,183.0,69.0,2348.0,0.0,0.0
1,1,1,7,10.1,0,0,136.0,134.0,53.0,0.0,0.0
1,9,4,24,13.0,2,2,183.0,69.0,0.0,0.0,0.0
0,3,3,40,5.6,2,2,420.0,134.0,894.0,0.0,0.0
1,4,2,12,19.0,0,0,183.0,69.0,18.0,0.0,64.0
1,2,1,8,22.4,0,0,183.0,134.0,18.0,0.0,0.0
1,1,1,9,12.9,0,0,420.0,134.0,18.0,0.0,33.0
1,4,1,11,5.0,0,0,183.0,134.0,18.0,0.0,30.0
1,10,2,25,9.8,0,0,42.0,88.0,18.0,0.0,0.0
1,4,2,11,20.4,0,0,76.0,69.0,18.0,0.0,0.0
1,4,2,11,17.3,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,15.5,0,0,84.0,69.0,2931.0,0.0,0.0
1,4,2,11,29.2,0,0,86.0,69.0,18.0,0.0,0.0
1,2,2,48,3.4,0,0,321.0,134.0,662.0,0.0,0.0
1,4,2,11,16.3,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,4.4,0,0,61.0,69.0,940.0,0.0,0.0
1,4,2,12,14.7,0,0,183.0,69.0,18.0,0.0,61.0
1,5,3,24,28.5,0,0,321.0,134.0,48.0,0.0,190.0
1,4,2,11,13.4,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,10.9,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,8,26.2,0,0,148.0,134.0,53.0,0.0,0.0
1,3,3,45,3.9,0,0,420.0,134.0,330.0,0.0,0.0
1,4,2,11,12.6,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,12.6,0,0,420.0,134.0,53.0,0.0,0.0
1,2,1,8,16.5,0,0,183.0,134.0,18.0,0.0,0.0
1,5,3,24,21.8,0,0,321.0,134.0,48.0,0.0,190.0
0,4,2,12,10.0,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,12.2,0,0,78.0,69.0,18.0,0.0,0.0
1,4,2,11,19.5,0,0,183.0,69.0,18.0,0.0,0.0
1,5,3,20,5.4,0,0,321.0,134.0,560.0,0.0,0.0
1,4,2,11,10.2,0,0,53.0,69.0,18.0,0.0,0.0
1,4,2,13,2.1,0,0,183.0,69.0,31.0,0.0,22.0
1,5,3,26,1.7,2,2,420.0,134.0,1235.0,0.0,13159.0
1,1,1,8,20.3,0,0,186.0,134.0,2950.0,0.0,0.0
1,4,2,11,21.0,0,0,55.0,69.0,18.0,0.0,0.0
1,2,2,31,21.6,0,0,321.0,134.0,64.0,0.0,57.0
0,1,1,19,11.8,0,0,177.0,153.0,77.0,0.0,0.0
1,4,2,12,12.3,0,0,85.0,69.0,2931.0,0.0,0.0
1,3,3,30,5.5,0,0,321.0,153.0,322.0,0.0,0.0
1,4,2,11,13.6,0,0,55.0,69.0,18.0,0.0,0.0
1,1,1,19,6.2,0,0,270.0,153.0,77.0,0.0,0.0
1,3,3,38,5.3,0,0,420.0,134.0,330.0,0.0,0.0
1,4,2,11,18.7,0,0,82.0,69.0,18.0,0.0,0.0
1,4,2,12,2.6,0,0,183.0,69.0,18.0,0.0,62.0
1,1,1,7,5.9,0,0,209.0,134.0,0.0,0.0,62.0
1,4,1,11,8.1,0,0,183.0,134.0,18.0,0.0,30.0
1,7,1,18,13.2,0,0,52.0,153.0,18.0,0.0,0.0
1,10,2,25,20.3,0,0,53.0,88.0,18.0,0.0,0.0
1,4,2,11,16.8,0,0,79.0,69.0,18.0,0.0,0.0
1,4,1,11,5.4,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,12,6.3,0,0,106.0,69.0,18.0,0.0,17.0
1,2,1,8,19.5,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,11,11.7,0,0,78.0,69.0,18.0,0.0,0.0
0,3,3,25,2.4,0,0,420.0,134.0,0.0,0.0,0.0
1,4,1,11,5.9,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,10.2,0,0,58.0,69.0,18.0,0.0,0.0
1,4,2,13,10.6,0,0,88.0,69.0,18.0,0.0,2953.0
1,2,2,24,9.5,0,0,420.0,134.0,428.0,0.0,56.0
0,12,6,72,2.6,0,0,321.0,2126.0,8810.0,10017.0,4159.0
1,4,2,10,10.9,0,0,95.0,69.0,0.0,0.0,0.0
1,2,1,8,22.4,0,0,183.0,134.0,18.0,0.0,0.0
1,4,1,11,8.7,0,0,183.0,134.0,18.0,0.0,30.0
1,10,2,26,22.0,0,0,72.0,75.0,18.0,0.0,0.0
1,2,1,8,19.0,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,11,18.9,0,0,78.0,69.0,18.0,0.0,0.0
1,10,2,25,6.3,2,2,77.0,88.0,654.0,0.0,0.0
1,1,1,19,7.3,0,0,230.0,153.0,77.0,0.0,0.0
1,5,3,22,6.3,0,0,321.0,134.0,18.0,0.0,1267.0
1,4,2,11,15.9,0,0,84.0,69.0,18.0,0.0,0.0
1,4,2,11,18.4,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,10,8.6,0,0,74.0,134.0,62.0,0.0,0.0
0,12,4,100,2.7,0,0,321.0,134.0,2382.0,0.0,0.0
1,1,1,19,8.0,0,0,218.0,153.0,77.0,0.0,0.0
1,2,2,22,1.8,0,0,420.0,134.0,560.0,0.0,56.0
1,10,2,25,18.5,0,0,71.0,88.0,18.0,0.0,0.0
0,3,3,41,3.8,0,0,420.0,134.0,438.0,0.0,0.0
0,3,3,40,3.1,2,2,420.0,134.0,918.0,0.0,0.0
0,4,2,11,18.3,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,13.1,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,10,19.5,0,0,81.0,134.0,256.0,0.0,0.0
1,4,2,11,12.5,0,0,53.0,69.0,18.0,0.0,0.0
1,3,3,37,7.5,0,0,321.0,134.0,710.0,0.0,0.0
1,4,2,11,10.7,0,0,90.0,69.0,18.0,0.0,0.0
1,1,1,7,9.3,0,0,160.0,134.0,0.0,0.0,63.0
1,4,2,11,12.7,0,0,77.0,69.0,18.0,0.0,0.0
1,4,1,10,3.7,0,0,58.0,134.0,1057.0,0.0,0.0
1,4,2,12,16.1,0,0,183.0,69.0,18.0,0.0,61.0
1,10,2,26,4.9,0,0,87.0,88.0,18.0,0.0,62.0
1,4,2,12,12.2,1,1,183.0,69.0,181.0,0.0,61.0
1,4,2,11,15.7,0,0,73.0,69.0,18.0,0.0,0.0
1,4,2,11,13.1,0,0,53.0,69.0,18.0,0.0,0.0
1,4,2,11,16.0,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,4.8,0,0,183.0,69.0,18.0,0.0,62.0
0,1,1,6,0.0,0,0,76.0,134.0,0.0,0.0,0.0
0,4,2,12,5.3,0,0,183.0,69.0,18.0,0.0,64.0
1,4,2,11,8.6,0,0,81.0,69.0,18.0,0.0,0.0
1,2,2,24,9.3,0,0,321.0,134.0,560.0,0.0,0.0
1,1,1,19,7.8,0,0,337.0,153.0,77.0,0.0,0.0
1,2,2,28,15.1,0,0,420.0,134.0,396.0,0.0,57.0
1,2,2,33,11.3,0,0,321.0,134.0,560.0,0.0,0.0
1,4,1,11,6.3,0,0,183.0,134.0,18.0,0.0,30.0
1,6,4,29,10.9,0,0,321.0,134.0,1400.0,0.0,0.0
1,4,2,11,16.3,0,0,183.0,69.0,18.0,0.0,0.0
1,10,2,25,9.1,0,0,66.0,88.0,18.0,0.0,0.0
1,5,1,16,58.3,0,0,80.0,82.0,18.0,0.0,60.0
1,4,1,11,6.5,0,0,183.0,134.0,18.0,0.0,30.0
1,3,3,37,7.7,0,0,321.0,134.0,710.0,0.0,0.0
1,4,2,11,19.7,0,0,103.0,69.0,18.0,0.0,0.0
1,1,1,7,12.6,0,0,149.0,134.0,53.0,0.0,0.0
1,5,1,16,51.6,0,0,81.0,82.0,18.0,0.0,60.0
1,1,1,12,13.8,0,0,217.0,153.0,72.0,0.0,0.0
0,21,20,384,13.1,2,2,183.0,129.0,10884.0,192.0,517.0
1,4,2,11,8.1,0,0,94.0,69.0,18.0,0.0,0.0
0,4,2,11,24.8,0,0,183.0,69.0,116.0,0.0,0.0
1,1,1,7,9.2,0,0,168.0,134.0,53.0,0.0,0.0
1,2,2,24,12.6,0,0,321.0,134.0,528.0,0.0,57.0
1,4,2,11,10.7,0,0,81.0,69.0,18.0,0.0,0.0
1,1,1,7,4.7,0,0,163.0,134.0,53.0,0.0,0.0
1,4,2,13,2.5,1,1,183.0,69.0,1835.0,0.0,0.0
1,3,3,101,9.6,0,0,420.0,134.0,322.0,0.0,0.0
1,2,1,9,5.9,2,2,49.0,69.0,133.0,0.0,0.0
1,10,2,25,7.9,0,0,54.0,88.0,92.0,0.0,0.0
1,10,2,26,8.1,0,0,63.0,88.0,18.0,0.0,25.0
1,4,2,12,24.9,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,8.1,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,11,6.7,0,0,183.0,134.0,18.0,0.0,30.0
1,1,1,9,15.5,0,0,420.0,134.0,18.0,0.0,33.0
1,4,1,11,6.9,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,13.3,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,3,3,27,4.7,0,0,336.0,153.0,0.0,0.0,0.0
1,2,2,32,9.1,0,0,420.0,134.0,428.0,0.0,0.0
1,4,1,10,9.1,0,0,68.0,134.0,62.0,0.0,0.0
1,2,1,8,27.6,0,0,183.0,134.0,18.0,0.0,0.0
1,4,1,10,10.7,0,0,85.0,134.0,62.0,0.0,0.0
1,4,1,10,8.6,0,0,72.0,134.0,368.0,0.0,0.0
1,10,2,25,5.2,0,0,63.0,88.0,18.0,0.0,0.0
1,4,2,12,6.3,0,0,108.0,69.0,18.0,0.0,17.0
1,4,2,11,9.6,0,0,89.0,69.0,18.0,0.0,0.0
1,4,1,11,4.8,0,0,183.0,134.0,18.0,0.0,30.0
1,2,1,9,50.5,0,0,86.0,69.0,18.0,0.0,56.0
1,1,1,7,8.9,0,0,187.0,134.0,53.0,0.0,0.0
1,2,1,8,19.2,0,0,183.0,134.0,18.0,0.0,0.0
1,3,3,30,7.1,0,0,321.0,153.0,330.0,0.0,0.0
0,4,2,12,11.3,0,0,183.0,69.0,18.0,0.0,61.0
1,10,2,25,8.8,0,0,42.0,88.0,18.0,0.0,0.0
1,4,2,11,14.1,0,0,88.0,69.0,18.0,0.0,0.0
1,4,1,10,1.9,0,0,52.0,134.0,162.0,0.0,0.0
0,4,2,11,1.7,0,0,50.0,69.0,18.0,0.0,0.0
1,4,1,11,4.2,0,0,183.0,134.0,18.0,0.0,30.0
1,5,1,16,83.1,0,0,77.0,82.0,18.0,0.0,60.0
1,4,1,11,6.6,0,0,183.0,134.0,18.0,0.0,30.0
1,10,2,25,15.0,0,0,52.0,88.0,18.0,0.0,0.0
1,2,2,20,4.6,0,0,321.0,134.0,260.0,0.0,57.0
1,1,1,24,7.4,0,0,227.0,134.0,1098.0,0.0,56.0
1,10,2,25,13.3,0,0,74.0,88.0,18.0,0.0,0.0
0,4,2,12,10.0,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,12,18.0,0,0,89.0,69.0,2931.0,0.0,0.0
1,4,1,10,10.8,0,0,74.0,134.0,62.0,0.0,0.0
1,1,1,7,16.3,1,1,191.0,134.0,216.0,0.0,0.0
1,4,2,11,5.6,1,1,183.0,69.0,181.0,0.0,0.0
1,1,1,19,6.0,0,0,276.0,153.0,77.0,0.0,0.0
1,4,2,12,13.8,0,0,77.0,69.0,2931.0,0.0,0.0
1,4,2,11,10.1,0,0,87.0,69.0,18.0,0.0,0.0
0,4,2,12,14.7,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,6,5.2,0,0,163.0,134.0,0.0,0.0,0.0
1,3,3,48,2.6,2,2,420.0,134.0,810.0,0.0,0.0
1,4,1,10,6.8,0,0,82.0,134.0,62.0,0.0,0.0
1,2,1,8,32.8,0,0,183.0,134.0,18.0,0.0,0.0
0,1,1,6,2.4,0,0,420.0,134.0,0.0,0.0,0.0
1,4,2,11,4.0,0,0,67.0,69.0,18.0,0.0,0.0
1,1,1,7,2.7,0,0,191.0,134.0,53.0,0.0,0.0
1,2,2,100,5.9,0,0,420.0,134.0,564.0,0.0,57.0
1,10,2,25,7.3,0,0,67.0,88.0,18.0,0.0,0.0
1,1,1,19,8.6,0,0,208.0,153.0,77.0,0.0,0.0
1,4,1,10,12.4,0,0,79.0,134.0,18.0,0.0,0.0
1,2,1,8,16.7,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,11,12.2,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,16.2,0,0,166.0,134.0,53.0,0.0,0.0
1,1,1,8,14.0,0,0,153.0,134.0,2950.0,0.0,0.0
1,1,1,7,17.3,0,0,157.0,134.0,53.0,0.0,0.0
1,3,3,53,4.9,0,0,321.0,134.0,354.0,0.0,0.0
1,4,2,12,12.9,2,2,183.0,69.0,1054.0,0.0,0.0
1,3,3,30,2.5,0,0,321.0,153.0,322.0,0.0,0.0
1,10,2,26,6.7,0,0,55.0,88.0,18.0,0.0,64.0
1,4,2,11,18.0,0,0,86.0,69.0,18.0,0.0,0.0
1,5,3,18,9.4,2,2,420.0,134.0,1328.0,0.0,0.0
1,4,2,11,12.2,0,0,65.0,69.0,18.0,0.0,0.0
1,4,2,12,6.2,0,0,106.0,69.0,18.0,0.0,17.0
1,4,1,11,4.3,0,0,183.0,134.0,18.0,0.0,30.0
1,5,1,16,87.7,0,0,78.0,82.0,18.0,0.0,60.0
0,4,2,12,5.7,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,8,19.2,0,0,420.0,69.0,18.0,0.0,18.0
0,5,3,18,22.7,2,2,420.0,134.0,2064.0,0.0,0.0
1,5,3,22,4.6,2,2,420.0,134.0,1784.0,0.0,0.0
1,2,1,8,11.1,0,0,63.0,69.0,18.0,0.0,0.0
1,4,1,10,8.6,0,0,69.0,134.0,640.0,0.0,0.0
1,4,2,18,8.6,0,0,74.0,69.0,18.0,0.0,30.0
1,1,1,19,10.1,0,0,324.0,153.0,77.0,0.0,0.0
1,4,1,11,7.7,0,0,183.0,134.0,18.0,0.0,30.0
0,1,1,6,8.0,0,0,208.0,134.0,0.0,0.0,0.0
1,11,2,26,5.9,0,0,42.0,88.0,176.0,0.0,0.0
0,4,7,264,7.3,0,0,183.0,80.0,6592.0,4329.0,1745.0
1,5,3,20,4.3,0,0,321.0,134.0,560.0,0.0,0.0
1,5,1,16,51.7,0,0,81.0,82.0,18.0,0.0,60.0
1,10,2,25,8.7,0,0,59.0,88.0,18.0,0.0,0.0
1,2,1,8,18.9,0,0,183.0,134.0,18.0,0.0,0.0
1,1,1,18,3.0,0,0,266.0,153.0,0.0,0.0,0.0
0,1,1,11,6.4,0,0,321.0,134.0,344.0,0.0,0.0
1,4,2,12,8.0,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,12,10.0,0,0,183.0,69.0,18.0,0.0,61.0
1,3,3,27,0.3,0,0,420.0,134.0,0.0,0.0,0.0
1,4,2,11,9.0,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,11,5.5,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,18.8,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,18.2,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,9,10.4,0,0,420.0,134.0,18.0,0.0,33.0
1,4,1,10,22.7,0,0,77.0,134.0,62.0,0.0,0.0
0,4,2,11,8.6,0,0,65.0,69.0,18.0,0.0,0.0
1,2,2,38,6.2,0,0,420.0,134.0,428.0,0.0,56.0
0,4,2,12,29.7,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,16.0,0,0,73.0,69.0,18.0,0.0,0.0
